ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Portfolio Categories","Portfolio Tags",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
1256,"Muse Club",,,2024-08-28,portfolio,#,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.08.05-scaled.png,"Screenshot 2025-08-28 at 00.08.05",,,,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.08.05-scaled.png,,Booking,,publish,1,123,younes.masroure@gmail.com,,,muse-club,,default,0,0,0,open,closed,2026-01-15
1258,"Noure Lhayat",,,2025-08-28,portfolio,#,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.07.35-scaled.png,"Screenshot 2025-08-28 at 00.07.35",,,,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.07.35-scaled.png,,Medical,,publish,1,123,younes.masroure@gmail.com,,,noure-lhayat,,default,0,0,0,open,closed,2026-03-25
1260,"Yns web",,,2025-09-22,portfolio,https://unrivaled-youtiao-5873f3.netlify.app/,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.11.45-scaled.png,"Screenshot 2025-08-28 at 00.11.45",,,,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.11.45-scaled.png,,Portfolio,,publish,1,123,younes.masroure@gmail.com,,,yns-web,,default,0,0,0,open,closed,2025-09-26
1262,Stylewox,,,2025-08-28,portfolio,#,https://younessweb.me/wp-content/uploads/2025/08/Screenshot-2025-08-28-at-21.17.39-scaled.png,"Screenshot 2025-08-28 at 21.17.39",,,,https://younessweb.me/wp-content/uploads/2025/08/Screenshot-2025-08-28-at-21.17.39-scaled.png,,E-commerce,,publish,1,123,younes.masroure@gmail.com,,,stylewox,,default,0,0,0,open,closed,2026-01-31
1265,"Salon Mouna",,,2024-08-28,portfolio,#,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.05.47-scaled.png,"Screenshot 2025-08-28 at 00.05.47",,,,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.05.47-scaled.png,,Booking,,publish,1,123,younes.masroure@gmail.com,,,salon-mouna,,default,0,0,0,open,closed,2026-01-15
1267,Pommade,,,2025-08-28,portfolio,https://tubular-sfogliatella-9e68f6.netlify.app/,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.13.03-scaled.png,"Screenshot 2025-08-28 at 00.13.03",,,,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.13.03-scaled.png,,Medical,,publish,1,123,younes.masroure@gmail.com,,,pommade,,default,0,0,0,open,closed,2025-08-28
1269,"Touch Screen",,,2023-08-28,portfolio,#,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.29.03-scaled.png,"Screenshot 2025-08-28 at 00.29.03",,,,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.29.03-scaled.png,,"Landing Page",,publish,1,123,younes.masroure@gmail.com,,,touch-screen,,default,0,0,0,open,closed,2025-09-26
1271,"Web design",,,2025-08-28,portfolio,https://master--luminous-dasik-c462ea.netlify.app/,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.55.09-scaled.png,"Screenshot 2025-08-28 at 00.55.09",,,,https://younessweb.me/wp-content/uploads/2024/11/Screenshot-2025-08-28-at-00.55.09-scaled.png,,Portfolio,,publish,1,123,younes.masroure@gmail.com,,,kay-33,,default,0,0,0,open,closed,2025-08-28
1274,"Charms Beauty",,,2023-08-28,portfolio,http://charmsbeauty.ca,https://younessweb.me/wp-content/uploads/2025/08/2e46f6132518145.61aa5bc46cc87.jpg,2e46f6132518145.61aa5bc46cc87,,,,https://younessweb.me/wp-content/uploads/2025/08/2e46f6132518145.61aa5bc46cc87.jpg,,E-commerce,,publish,1,123,younes.masroure@gmail.com,,,charms-beauty,,default,0,0,0,open,closed,2025-09-26
1277,"Mr Rapers",,,2025-01-28,portfolio,#,https://younessweb.me/wp-content/uploads/2025/08/shutterstock_1718636101-1-scaled-1.jpg|https://younessweb.me/wp-content/uploads/2025/08/handful-of-caper-buds-agbaaqmwkl.jpg,shutterstock_1718636101-1-scaled|handful-of-caper-buds-agbaaqmwkl,|,|,|,https://younessweb.me/wp-content/uploads/2025/08/shutterstock_1718636101-1-scaled-1.jpg,,Blog,,publish,1,123,younes.masroure@gmail.com,,,mr-rapers,,default,0,0,0,open,closed,2025-09-26
1281,3chab,,,2023-08-28,portfolio,http://3chab.ma/,https://younessweb.me/wp-content/uploads/2025/08/scale_1200-2.jpg,"scale_1200 (2)",,,,https://younessweb.me/wp-content/uploads/2025/08/scale_1200-2.jpg,,E-commerce,,publish,1,123,younes.masroure@gmail.com,,,3chab,,default,0,0,0,open,closed,2025-09-26
1613,"M Cleaning Company LLC",,,2025-09-26,portfolio,https://mcleaningcompanyllc.com/,https://younessweb.me/wp-content/uploads/2025/09/Screenshot-2025-09-26-at-13.03.13-scaled.png,"Screenshot 2025-09-26 at 13.03.13",,,,https://younessweb.me/wp-content/uploads/2025/09/Screenshot-2025-09-26-at-13.03.13-scaled.png,,Booking,,publish,1,123,younes.masroure@gmail.com,,,m-cleaning-company-llc,,default,0,0,0,open,closed,2025-09-26
1627,"Green Home Sytems",,,2025-10-19,portfolio,https://greenhome-systems.com/,https://younessweb.me/wp-content/uploads/2025/10/Screenshot-2025-10-19-at-12.47.10-scaled.png|https://younessweb.me/wp-content/uploads/2025/10/Screenshot-2025-10-19-at-12.46.56-scaled.png,"Screenshot 2025-10-19 at 12.47.10|Screenshot 2025-10-19 at 12.46.56",|,|,|,https://younessweb.me/wp-content/uploads/2025/10/Screenshot-2025-10-19-at-12.47.10-scaled.png,,Business,,publish,1,123,younes.masroure@gmail.com,,,green-home-sytems,,default,0,0,0,open,closed,2025-10-31
1668,"Magic Lavage",,,2025-11-25,portfolio,https://magiclav.ma/,https://younessweb.me/wp-content/uploads/2025/11/Screenshot-2025-11-25-at-19.32.41-scaled.png,"Screenshot 2025-11-25 at 19.32.41",,,,https://younessweb.me/wp-content/uploads/2025/11/Screenshot-2025-11-25-at-19.32.41-scaled.png,,Business,,publish,4,YounessWeb,you.mas2005@gmail.com,,,magic-lavage,,default,0,0,0,open,closed,2025-11-25
1675,"Moroccan Travel Guide",,,2025-11-25,portfolio,https://moroccantravelguide.com/,https://younessweb.me/wp-content/uploads/2025/11/Screenshot-2025-11-25-at-23.58.26-scaled.png,"Screenshot 2025-11-25 at 23.58.26",,,,https://younessweb.me/wp-content/uploads/2025/11/Screenshot-2025-11-25-at-23.58.26-scaled.png,,Travel,,publish,4,YounessWeb,you.mas2005@gmail.com,,,moroccan-travel-guide,,default,0,0,0,open,closed,2025-11-25
1678,HAcademy,,,2025-08-25,portfolio,https://h-academy.space/,https://younessweb.me/wp-content/uploads/2025/11/Screenshot-2025-11-26-at-00.01.19-scaled.png,"Screenshot 2025-11-26 at 00.01.19",,,,https://younessweb.me/wp-content/uploads/2025/11/Screenshot-2025-11-26-at-00.01.19-scaled.png,,Education,,draft,4,YounessWeb,you.mas2005@gmail.com,,,hacademy,,default,0,0,0,open,closed,2025-12-26
1681,"100 DRyal",,,1970-01-01,portfolio,https://younessweb.me/?post_type=portfolio&p=1681,https://younessweb.me/wp-content/uploads/2025/11/Screenshot-2025-11-29-at-23.54.56-scaled.png,"Screenshot 2025-11-29 at 23.54.56",,,,,,,,draft,4,YounessWeb,you.mas2005@gmail.com,,,,,,0,0,0,open,closed,2025-11-29
1684,"100 Dryal",,,2025-11-29,portfolio,https://100dryal.com/,https://younessweb.me/wp-content/uploads/2025/11/Screenshot-2025-11-29-at-23.54.56-scaled.png,"Screenshot 2025-11-29 at 23.54.56",,,,https://younessweb.me/wp-content/uploads/2025/11/Screenshot-2025-11-29-at-23.54.56-scaled.png,,E-commerce,,publish,4,YounessWeb,you.mas2005@gmail.com,,,100-dryal,,default,0,0,0,open,closed,2025-11-29
1688,"Myriam Parfumerie",,,2025-12-21,portfolio,https://myriamparfumerie.ma/,https://younessweb.me/wp-content/uploads/2025/12/Screenshot-2025-12-21-at-15.36.55-scaled.png,"Screenshot 2025-12-21 at 15.36.55",,,,https://younessweb.me/wp-content/uploads/2025/12/Screenshot-2025-12-21-at-15.36.55-scaled.png,,Booking,,publish,4,YounessWeb,you.mas2005@gmail.com,,,myriam-parfumerie,,default,0,0,0,open,closed,2025-12-21
1691,Ayssoun,,,2025-12-21,portfolio,https://ayssoun.com/,https://younessweb.me/wp-content/uploads/2025/12/Screenshot-2025-12-21-at-15.40.24-scaled.png,"Screenshot 2025-12-21 at 15.40.24",,,,https://younessweb.me/wp-content/uploads/2025/12/Screenshot-2025-12-21-at-15.40.24-scaled.png,,E-commerce,,publish,4,YounessWeb,you.mas2005@gmail.com,,,ayssoun,,default,0,0,0,open,closed,2025-12-21
1694,"Krissi Couture",,,2025-12-21,portfolio,https://krissicouture.com/,https://younessweb.me/wp-content/uploads/2025/12/Screenshot-2025-12-21-at-15.44.03-scaled.png,"Screenshot 2025-12-21 at 15.44.03",,,,https://younessweb.me/wp-content/uploads/2025/12/Screenshot-2025-12-21-at-15.44.03-scaled.png,,E-commerce,,draft,4,YounessWeb,you.mas2005@gmail.com,,,krissi-couture,,default,0,0,0,open,closed,2025-12-25
1757,"O’TAS Fencing & Gates",,,2026-01-08,portfolio,https://otasfencing.com/,https://younessweb.me/wp-content/uploads/2026/01/Screenshot-2026-01-08-at-23.24.22-scaled.png,"Screenshot 2026-01-08 at 23.24.22",,,,https://younessweb.me/wp-content/uploads/2026/01/Screenshot-2026-01-08-at-23.24.22-scaled.png,,Business,,publish,1,123,younes.masroure@gmail.com,,,otas-fencing-gatesotas-fencing-gates,,default,0,0,0,open,closed,2026-01-08
